pitcher_name,feature,CH,CS,CU,FC,FF,FS,KC,SI,SL,ST,SV
Brad Lord,prev_pitch_type_ST,-0.08869646996563874,,,,-0.5125536749089904,,,0.7262834652037993,-0.12580507049126494,,
Brad Lord,prev_pitch_type_START,0.7573362369112531,,,,-0.597501071651918,,,-0.09145584253408906,-0.0685259758739829,,
Brad Lord,prev_pitch_type_UN,-0.2228833123513679,,,,-0.6472784606819837,,,0.8683157501174419,0.009777465498159717,,
Brad Lord,stand_R,-0.162870246547437,,,,-0.13162830887272015,,,0.16702692711164344,0.12569565741725156,,
Brady Singer,count_0-1,,,,0.024655883335576025,0.09459011745372684,,,-0.11865450837782796,-0.002316836074536653,0.0017253436630603454,
Brady Singer,count_0-2,,,,-0.05534988262600259,0.12446220808450832,,,-0.21061844702129168,0.10871703274185071,0.03278908882093389,
Brady Singer,count_1-0,,,,0.05414936866269635,0.0032912635284971107,,,0.01503570223047194,-0.03646272657499666,-0.0360136078466694,
Brady Singer,count_1-1,,,,0.05492439902205358,0.029755329334137295,,,-0.1450799664875574,0.02616149712921713,0.03423874100214977,
Brady Singer,count_1-2,,,,-0.048134455232035446,0.03974625260817043,,,-0.1719870495696574,0.12529137280626398,0.05508387938725872,
Brady Singer,count_2-0,,,,0.07625618899081926,-0.053620613706937846,,,-0.05351897165625436,-0.0161907088644172,0.04707410523679023,
Brady Singer,count_2-1,,,,0.0590910686149209,-0.04443564727009061,,,-0.03470973777463476,0.03441144574668592,-0.01435712931688204,
Brady Singer,count_2-2,,,,-0.06005925444685394,0.015654722964676866,,,-0.08493376209024982,0.10905465005702855,0.020283643515398263,
Brady Singer,count_3-0,,,,-0.10400765341047775,-0.04137035215059687,,,0.5423621244939972,-0.2926320609537646,-0.10435205797915571,
Brady Singer,count_3-1,,,,0.053442542123449725,-0.04834814974797292,,,0.1483981491416527,-0.10140510982514125,-0.052087431691987686,
Brady Singer,count_3-2,,,,-0.0766204713143164,-0.08237890635883173,,,0.13495332400042342,0.021456719485725563,0.0025893341869992043,
Brady Singer,intercept,,,,0.11506685701966096,0.12389468793739401,,,0.44782264055868615,0.2257350804452162,0.08748073403904252,
Brady Singer,prev_description_ball,,,,0.017528481868204535,-0.049562990459291016,,,0.0076186047421767334,0.05017098796637093,-0.025755084117460917,
Brady Singer,prev_description_blocked_ball,,,,0.09102064852011024,-0.02258621584411966,,,0.02961359417843648,-0.05860508684301612,-0.039442940011410944,
Brady Singer,prev_description_called_strike,,,,-0.015659063259017524,-0.0618270625601984,,,0.0806879785461149,0.002204916802065392,-0.005406769528963838,
Brady Singer,prev_description_foul,,,,-0.017910983671154606,0.008333006711038848,,,0.08496399076532377,-0.020706281572738742,-0.054679732232468976,
Brady Singer,prev_description_foul_bunt,,,,-0.04495393077063781,-0.03989732550565494,,,-0.1194967612428977,-0.15389770641051198,0.3582457239297013,
Brady Singer,prev_description_foul_tip,,,,0.021834784712936435,-0.05637575590813477,,,0.09183632680925691,0.06534659180068028,-0.12264194741473908,
Brady Singer,prev_description_swinging_strike,,,,-0.03133554662661065,-0.04493838356715171,,,0.10428353077445604,-0.021783444255991498,-0.006226156324701455,
Brady Singer,prev_description_swinging_strike_blocked,,,,-0.04217665705400357,0.3042009518727948,,,-0.2582604076837939,0.1133552981870613,-0.11711918532205934,
Brady Singer,prev_pitch_type_FF,,,,-0.01608355375887295,0.07936905742975937,,,-0.0368164471515738,0.003910790022300987,-0.030379846541613617,
Brady Singer,prev_pitch_type_SI,,,,-0.020737503252972682,0.018838588269452086,,,-0.020140584522236788,0.014503783011904676,0.007535716493853052,
Brady Singer,prev_pitch_type_SL,,,,-0.021148031036639203,-0.010199870156530474,,,0.0017405154205846895,0.04390541859366425,-0.014298032821079087,
Brady Singer,prev_pitch_type_ST,,,,-0.017206780945112268,0.013198150689942456,,,-0.08009527134433649,-0.011103528031809591,0.09520742963131618,
Brady Singer,prev_pitch_type_START,,,,0.02165226628017197,-0.0373462247392831,,,-0.021246856889076886,0.023914724326084404,0.013026091022103984,
Brady Singer,stand_R,,,,-0.03811183423935936,-0.019130447595663985,,,-0.014193144575130698,0.007213909563297237,0.06422151684685665,
Brandon Pfaadt,count_0-1,0.02862432886172632,,-0.12684833841860021,-0.07261807913362486,-0.28001938239894963,,,-0.391788459738945,,0.8400760276375907,
Brandon Pfaadt,count_0-2,-0.030762491977916896,,-0.09290363031986634,-0.10007249847023324,-0.19421929385831183,,,-0.4630383381927413,,0.8816258904126504,
Brandon Pfaadt,count_1-0,-0.003479827784693459,,-0.09496813236571511,-0.06949099724372866,-0.24687494358211978,,,-0.34561892839121944,,0.7610320917694782,
Brandon Pfaadt,count_1-1,0.025225299327479356,,-0.1101523537363669,-0.04360096762239475,-0.2989401812008038,,,-0.3719126702639493,,0.799673188977171,
Brandon Pfaadt,count_1-2,-0.06989074759830714,,-0.07347791746938992,-0.09631659739764806,-0.22544812848799023,,,-0.4340640980341545,,0.9001049904791167,
Brandon Pfaadt,count_2-0,-0.10470405425315804,,-0.08959561723639999,-0.08567263409775784,-0.20497367405784178,,,-0.2187444259365008,,0.7041953806783201,
